Task,Dataset,Library,Hydrolysis_Method_ID,Hydrolysis_Method,Enzyme(s),Probability_Tier,Probability group,Count,Unique sequences,Mean_Probability,Median_Probability,Mean_Length,Download_File,Pool file,Filtered file,N/C terminal analysis,MEME output,Status
Bitter,"Virtual hydrolysate fragments from 21,249 proteins across 60 species",Virtual hydrolysate screening,Pepsin,Pepsin (pH=1.3),Pepsin (pH=1.3),>= 0.90,>= 0.90,9145,9145,0.9174226730782282,0.9173004749872224,7.371787862219792,bitter/virtual_digest/download_files/by_hydrolysis_method/bitter_probability_Pepsin_gte_0.90.csv.gz,bitter/virtual_digest/download_files/by_hydrolysis_method/bitter_probability_Pepsin_gte_0.90.csv.gz,bitter/virtual_digest/download_files/by_hydrolysis_method/bitter_probability_Pepsin_gte_0.90.csv.gz,bitter/virtual_digest/tables/hydrolysis_method_bitter_summary.csv,,Ready
Bitter,"Virtual hydrolysate fragments from 21,249 proteins across 60 species",Virtual hydrolysate screening,Chymotrypsin,Chymotrypsin,Chymotrypsin,Reported,Reported,117,117,0.8098747492644873,0.8962706816435165,2.658119658119658,bitter/virtual_digest/download_files/by_hydrolysis_method/bitter_reported_Chymotrypsin.csv.gz,bitter/virtual_digest/download_files/by_hydrolysis_method/bitter_reported_Chymotrypsin.csv.gz,bitter/virtual_digest/download_files/by_hydrolysis_method/bitter_reported_Chymotrypsin.csv.gz,bitter/virtual_digest/tables/hydrolysis_method_bitter_summary.csv,,Ready
Bitter,"Virtual hydrolysate fragments from 21,249 proteins across 60 species",Virtual hydrolysate screening,Chymotrypsin,Chymotrypsin,Chymotrypsin,No reported,No reported,458238,458238,0.3022937509554081,0.1790901387631916,8.052627673828884,bitter/virtual_digest/download_files/by_hydrolysis_method/bitter_no_reported_Chymotrypsin.csv.gz,bitter/virtual_digest/download_files/by_hydrolysis_method/bitter_no_reported_Chymotrypsin.csv.gz,bitter/virtual_digest/download_files/by_hydrolysis_method/bitter_no_reported_Chymotrypsin.csv.gz,bitter/virtual_digest/tables/hydrolysis_method_bitter_summary.csv,,Ready
Bitter,"Virtual hydrolysate fragments from 21,249 proteins across 60 species",Virtual hydrolysate screening,Chymotrypsin,Chymotrypsin,Chymotrypsin,< 0.50,< 0.50,358322,358322,0.1830076693934146,0.1393356592141498,8.248974386166632,bitter/virtual_digest/download_files/by_hydrolysis_method/bitter_probability_Chymotrypsin_lt_0.50.csv.gz,bitter/virtual_digest/download_files/by_hydrolysis_method/bitter_probability_Chymotrypsin_lt_0.50.csv.gz,bitter/virtual_digest/download_files/by_hydrolysis_method/bitter_probability_Chymotrypsin_lt_0.50.csv.gz,bitter/virtual_digest/tables/hydrolysis_method_bitter_summary.csv,,Ready
Bitter,"Virtual hydrolysate fragments from 21,249 proteins across 60 species",Virtual hydrolysate screening,Chymotrypsin,Chymotrypsin,Chymotrypsin,>= 0.50,>= 0.50,100033,100033,0.730174693187059,0.7395321423144031,7.342996811052353,bitter/virtual_digest/download_files/by_hydrolysis_method/bitter_probability_Chymotrypsin_gte_0.50.csv.gz,bitter/virtual_digest/download_files/by_hydrolysis_method/bitter_probability_Chymotrypsin_gte_0.50.csv.gz,bitter/virtual_digest/download_files/by_hydrolysis_method/bitter_probability_Chymotrypsin_gte_0.50.csv.gz,bitter/virtual_digest/tables/hydrolysis_method_bitter_summary.csv,,Ready
Bitter,"Virtual hydrolysate fragments from 21,249 proteins across 60 species",Virtual hydrolysate screening,Chymotrypsin,Chymotrypsin,Chymotrypsin,>= 0.85,>= 0.85,24903,24903,0.893346252923732,0.8939012122873533,6.957234068184556,bitter/virtual_digest/download_files/by_hydrolysis_method/bitter_probability_Chymotrypsin_gte_0.85.csv.gz,bitter/virtual_digest/download_files/by_hydrolysis_method/bitter_probability_Chymotrypsin_gte_0.85.csv.gz,bitter/virtual_digest/download_files/by_hydrolysis_method/bitter_probability_Chymotrypsin_gte_0.85.csv.gz,bitter/virtual_digest/tables/hydrolysis_method_bitter_summary.csv,,Ready
Bitter,"Virtual hydrolysate fragments from 21,249 proteins across 60 species",Virtual hydrolysate screening,Chymotrypsin,Chymotrypsin,Chymotrypsin,>= 0.90,>= 0.90,10584,10584,0.9171525499440004,0.9169394798275984,6.833333333333333,bitter/virtual_digest/download_files/by_hydrolysis_method/bitter_probability_Chymotrypsin_gte_0.90.csv.gz,bitter/virtual_digest/download_files/by_hydrolysis_method/bitter_probability_Chymotrypsin_gte_0.90.csv.gz,bitter/virtual_digest/download_files/by_hydrolysis_method/bitter_probability_Chymotrypsin_gte_0.90.csv.gz,bitter/virtual_digest/tables/hydrolysis_method_bitter_summary.csv,,Ready
Bitter,"Virtual hydrolysate fragments from 21,249 proteins across 60 species",Virtual hydrolysate screening,Trypsin,Trypsin,Trypsin,Reported,Reported,137,137,0.8180512793150594,0.9077345158366024,2.912408759124088,bitter/virtual_digest/download_files/by_hydrolysis_method/bitter_reported_Trypsin.csv.gz,bitter/virtual_digest/download_files/by_hydrolysis_method/bitter_reported_Trypsin.csv.gz,bitter/virtual_digest/download_files/by_hydrolysis_method/bitter_reported_Trypsin.csv.gz,bitter/virtual_digest/tables/hydrolysis_method_bitter_summary.csv,,Ready
Bitter,"Virtual hydrolysate fragments from 21,249 proteins across 60 species",Virtual hydrolysate screening,Trypsin,Trypsin,Trypsin,No reported,No reported,385967,385967,0.3666283782114973,0.2555644237001478,10.015177463358269,bitter/virtual_digest/download_files/by_hydrolysis_method/bitter_no_reported_Trypsin.csv.gz,bitter/virtual_digest/download_files/by_hydrolysis_method/bitter_no_reported_Trypsin.csv.gz,bitter/virtual_digest/download_files/by_hydrolysis_method/bitter_no_reported_Trypsin.csv.gz,bitter/virtual_digest/tables/hydrolysis_method_bitter_summary.csv,,Ready
Bitter,"Virtual hydrolysate fragments from 21,249 proteins across 60 species",Virtual hydrolysate screening,Trypsin,Trypsin,Trypsin,< 0.50,< 0.50,267812,267812,0.2025080837415193,0.1599090969905763,10.024789777903903,bitter/virtual_digest/download_files/by_hydrolysis_method/bitter_probability_Trypsin_lt_0.50.csv.gz,bitter/virtual_digest/download_files/by_hydrolysis_method/bitter_probability_Trypsin_lt_0.50.csv.gz,bitter/virtual_digest/download_files/by_hydrolysis_method/bitter_probability_Trypsin_lt_0.50.csv.gz,bitter/virtual_digest/tables/hydrolysis_method_bitter_summary.csv,,Ready
Bitter,"Virtual hydrolysate fragments from 21,249 proteins across 60 species",Virtual hydrolysate screening,Trypsin,Trypsin,Trypsin,>= 0.50,>= 0.50,118292,118292,0.7387180312737924,0.7527084918615233,9.985189192844825,bitter/virtual_digest/download_files/by_hydrolysis_method/bitter_probability_Trypsin_gte_0.50.csv.gz,bitter/virtual_digest/download_files/by_hydrolysis_method/bitter_probability_Trypsin_gte_0.50.csv.gz,bitter/virtual_digest/download_files/by_hydrolysis_method/bitter_probability_Trypsin_gte_0.50.csv.gz,bitter/virtual_digest/tables/hydrolysis_method_bitter_summary.csv,,Ready
Bitter,"Virtual hydrolysate fragments from 21,249 proteins across 60 species",Virtual hydrolysate screening,Trypsin,Trypsin,Trypsin,>= 0.85,>= 0.85,32084,32084,0.8949793205791683,0.8963470863822376,9.283474629098617,bitter/virtual_digest/download_files/by_hydrolysis_method/bitter_probability_Trypsin_gte_0.85.csv.gz,bitter/virtual_digest/download_files/by_hydrolysis_method/bitter_probability_Trypsin_gte_0.85.csv.gz,bitter/virtual_digest/download_files/by_hydrolysis_method/bitter_probability_Trypsin_gte_0.85.csv.gz,bitter/virtual_digest/tables/hydrolysis_method_bitter_summary.csv,,Ready
Bitter,"Virtual hydrolysate fragments from 21,249 proteins across 60 species",Virtual hydrolysate screening,Trypsin,Trypsin,Trypsin,>= 0.90,>= 0.90,14627,14627,0.9176315083133504,0.9175635771147502,8.91864360429343,bitter/virtual_digest/download_files/by_hydrolysis_method/bitter_probability_Trypsin_gte_0.90.csv.gz,bitter/virtual_digest/download_files/by_hydrolysis_method/bitter_probability_Trypsin_gte_0.90.csv.gz,bitter/virtual_digest/download_files/by_hydrolysis_method/bitter_probability_Trypsin_gte_0.90.csv.gz,bitter/virtual_digest/tables/hydrolysis_method_bitter_summary.csv,,Ready
